Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Xen Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Small Bricks
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Plate
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Small Tiles
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Xen Hex
appliedenergistics2:facade:0, Cable Facade - Redstone Proxy
appliedenergistics2:facade:0, Cable Facade - Redstone Proxy (update)
appliedenergistics2:facade:0, Cable Facade - Antenna
appliedenergistics2:facade:0, Cable Facade - Antenna Base
appliedenergistics2:facade:0, Cable Facade - Antenna Dish
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quick Sand
appliedenergistics2:facade:0, Cable Facade - Unhardened Stone
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Small Bricks
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Ender Ore
appliedenergistics2:facade:0, Cable Facade - Soul Sandstone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - White Glowstone
appliedenergistics2:facade:0, Cable Facade - Orange Glowstone
appliedenergistics2:facade:0, Cable Facade - Magenta Glowstone
appliedenergistics2:facade:0, Cable Facade - LightBlue Glowstone
appliedenergistics2:facade:0, Cable Facade - Lime Glowstone
appliedenergistics2:facade:0, Cable Facade - Pink Glowstone
appliedenergistics2:facade:0, Cable Facade - Gray Glowstone
appliedenergistics2:facade:0, Cable Facade - LightGray Glowstone
appliedenergistics2:facade:0, Cable Facade - Cyan Glowstone
appliedenergistics2:facade:0, Cable Facade - Purple Glowstone
appliedenergistics2:facade:0, Cable Facade - Blue Glowstone
appliedenergistics2:facade:0, Cable Facade - Brown Glowstone
appliedenergistics2:facade:0, Cable Facade - Green Glowstone
appliedenergistics2:facade:0, Cable Facade - Red Glowstone
appliedenergistics2:facade:0, Cable Facade - Black Glowstone
appliedenergistics2:facade:0, Cable Facade - Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Hardened Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Wub Wub Ore
appliedenergistics2:facade:0, Cable Facade - Nether Wub Wub Ore
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Slab
appliedenergistics2:facade:0, Cable Facade - Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Compressed Bone Block
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Compressed Nether Star Block
appliedenergistics2:facade:0, Cable Facade - Compressed Flint Block
appliedenergistics2:facade:0, Cable Facade - Water Source Stone
appliedenergistics2:facade:0, Cable Facade - Lava Source Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Nether Lava Source Stone
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Asphalt
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Small Bricks Slab
appliedenergistics2:facade:0, Cable Facade - Lava Infused Stone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Bricks Slab
appliedenergistics2:facade:0, Cable Facade - Compressed Flesh Block
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:60, Magnet Card
appliedenergistics2:material:58, Pattern Expansion Card
appliedenergistics2:material:59, Quantum Link Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, §d128³§r Spatial Component
appliedenergistics2:material:37, §a16k§r ME Storage Component
appliedenergistics2:material:33, §916³§r Spatial Component
appliedenergistics2:material:35, §61k§r ME Storage Component
appliedenergistics2:material:32, §62³§r Spatial Component
appliedenergistics2:material:36, §e4k§r ME Storage Component
appliedenergistics2:material:38, §b64k§r ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, §a16k§r ME Fluid Storage Component
appliedenergistics2:material:54, §61k§r ME Fluid Storage Component
appliedenergistics2:material:55, §e4k§r ME Fluid Storage Component
appliedenergistics2:material:57, §b64k§r ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
